Trail,P,V,Usafe,Pos,Loss,ChooseGamble,Judge,RT,Choice,session,seq,id
4,0.5,20,10,1,10,1,1,2.03318241002691,1,4,1,215
5,0.5,40,20,1,20,1,1,1.28300557573283,1,4,1,215
6,0.6,50,30,2,20,1,2,1.03304527613662,1,4,1,215
1,0.6,50,30,1,20,1,1,1.34976697217208,1,4,2,215
2,0.5,20,10,2,10,1,2,1.38324275178965,1,4,2,215
3,0.5,40,20,2,20,1,2,1.43300923928895,1,4,2,215
4,0.5,40,20,1,20,1,1,1.48300437830593,1,4,2,215
5,0.6,50,30,1,20,1,1,1.04976876831243,1,4,2,215
6,0.5,20,10,2,10,1,2,1.56629739351525,1,4,2,215
1,0.6,50,30,2,20,1,1,3.41628432160492,0,2,0,216
2,0.5,40,20,1,20,1,1,4.93253012597786,1,2,0,216
3,0.5,20,10,1,10,1,2,1.66627341646707,0,2,0,216
4,0.5,40,20,2,20,1,1,6.23232220134961,0,2,0,216
5,0.5,20,10,1,10,1,2,1.66633243250718,0,2,0,216
6,0.6,50,30,2,20,1,1,9.28220643582747,0,2,0,216
1,0.5,40,20,2,20,1,2,5.61598262704628,1,2,1,216
2,0.6,50,30,1,20,1,1,3.38294767158914,1,2,1,216
3,0.5,20,10,2,10,1,2,9.0153447406302,1,2,1,216
4,0.5,20,10,2,10,1,1,5.13257311930563,0,2,1,216
5,0.5,40,20,1,20,1,1,3.66603735230666,1,2,1,216
6,0.6,50,30,1,20,1,1,1.68301401474147,1,2,1,216
1,0.6,50,30,2,20,1,2,1.5997372503258,1,2,2,216
2,0.5,40,20,2,20,1,2,2.71647069254895,1,2,2,216
3,0.5,20,10,2,10,1,2,5.6492750863074,1,2,2,216
4,0.5,20,10,1,10,1,1,3.53261120888514,1,2,2,216
5,0.5,40,20,1,20,1,1,4.93258743140811,1,2,2,216
6,0.6,50,30,1,20,1,1,1.74964169851014,1,2,2,216
1,0.6,50,30,1,20,0,1,1.59966255369533,1,4,0,216
2,0.5,20,10,1,10,0,2,2.41621190578759,0,4,0,216
3,0.6,50,30,2,20,0,2,2.11646059995079,1,4,0,216
4,0.5,40,20,2,20,0,1,2.61632617452611,0,4,0,216
5,0.5,20,10,2,10,0,1,4.59916847254799,0,4,0,216
6,0.5,40,20,1,20,0,1,3.06636966678175,1,4,0,216
1,0.6,50,30,1,20,0,2,1.18301529769886,0,4,1,216
2,0.5,40,20,2,20,0,1,3.14948420836254,0,4,1,216
3,0.5,40,20,2,20,0,1,1.33303549715027,0,4,1,216
4,0.5,20,10,2,10,0,1,1.16656322228719,0,4,1,216
5,0.6,50,30,1,20,0,2,4.18270653261948,0,4,1,216
6,0.5,20,10,1,10,0,2,1.44974670144527,0,4,1,216
1,0.5,40,20,1,20,0,2,1.71636434963611,0,4,2,216
2,0.6,50,30,2,20,0,1,2.86608376685414,0,4,2,216
3,0.5,40,20,1,20,0,2,1.9829902657746,0,4,2,216
4,0.5,20,10,2,10,0,1,1.74956215515174,0,4,2,216
5,0.6,50,30,2,20,0,1,3.61630536210617,0,4,2,216
6,0.5,20,10,1,10,0,2,2.63285779329618,0,4,2,216
1,0.5,40,20,2,20,0,1,2.74952195582008,0,2,0,217
2,0.5,40,20,2,20,0,1,1.49959187699803,0,2,0,217
3,0.6,50,30,1,20,0,1,1.54966171264548,1,2,0,217
4,0.6,50,30,2,20,0,2,1.73283324604471,1,2,0,217
5,0.5,20,10,1,10,0,2,2.56627315987559,0,2,0,217
6,0.5,20,10,1,10,0,2,1.16637505520281,0,2,0,217
1,0.5,20,10,2,10,0,1,1.49983649420773,0,2,1,217
2,0.5,40,20,1,20,0,2,1.56641200437574,0,2,1,217
3,0.6,50,30,2,20,0,1,2.09962848404899,0,2,1,217
4,0.5,40,20,2,20,0,1,1.61640571788451,0,2,1,217
5,0.5,20,10,1,10,0,2,0.999615968086862,0,2,1,217
6,0.6,50,30,1,20,0,2,1.59962606068503,0,2,1,217
1,0.6,50,30,1,20,0,2,1.28322310828645,0,2,2,217
2,0.5,20,10,1,10,0,2,1.33295082196229,0,2,2,217
3,0.5,20,10,2,10,0,1,1.24977298781675,0,2,2,217
4,0.5,40,20,2,20,0,1,1.33300670188432,0,2,2,217
5,0.6,50,30,2,20,0,1,1.51648871097279,0,2,2,217
6,0.5,40,20,1,20,0,2,1.09978757076579,0,2,2,217
1,0.5,20,10,2,10,1,1,1.36628005933535,0,4,0,217
2,0.5,40,20,1,20,1,2,0.999731719353925,0,4,0,217
3,0.5,20,10,1,10,1,2,0.98302219715862,0,4,0,217
4,0.6,50,30,2,20,1,1,1.3498784469145,0,4,0,217
5,0.6,50,30,2,20,1,1,1.44963921812585,0,4,0,217
6,0.5,40,20,1,20,1,2,1.21629806350411,0,4,0,217
1,0.6,50,30,1,20,1,1,1.74963856239207,1,4,1,217
2,0.6,50,30,1,20,1,1,1.46628687326462,1,4,1,217
3,0.5,40,20,2,20,1,2,2.03299338763759,1,4,1,217
4,0.5,20,10,1,10,1,1,1.09997203152882,1,4,1,217
5,0.5,20,10,2,10,1,2,1.3829143146969,1,4,1,217
6,0.5,40,20,2,20,1,2,1.16645374325628,1,4,1,217
1,0.6,50,30,2,20,1,2,2.39953574048452,1,4,2,217
2,0.5,40,20,1,20,1,1,1.01640275282742,1,4,2,217
3,0.5,20,10,1,10,1,1,1.24962045843774,1,4,2,217
4,0.6,50,30,2,20,1,2,1.26643318742782,1,4,2,217
5,0.5,40,20,2,20,1,2,0.933089495401453,1,4,2,217
6,0.5,20,10,1,10,1,1,0.949812132272337,1,4,2,217
1,0.6,50,30,2,20,1,2,4.18282570510626,1,2,0,218
2,0.5,20,10,2,10,1,2,2.43287866273645,1,2,0,218
3,0.5,40,20,1,20,1,1,3.1661264465701,1,2,0,218
4,0.5,40,20,2,20,1,2,1.78321441268634,1,2,0,218
5,0.6,50,30,1,20,1,1,1.59983703590085,1,2,0,218
6,0.5,20,10,1,10,1,1,3.09939954742965,1,2,0,218
1,0.5,20,10,2,10,1,2,2.14987536781676,1,2,1,218
2,0.5,40,20,1,20,1,1,2.14955861989137,1,2,1,218
3,0.5,40,20,1,20,1,1,2.49954055870229,1,2,1,218
4,0.5,20,10,2,10,1,2,1.99961539788358,1,2,1,218
5,0.6,50,30,2,20,1,2,1.94961142071566,1,2,1,218
6,0.6,50,30,1,20,1,1,3.7661083141056,1,2,1,218
1,0.5,20,10,1,10,1,1,1.1331025530567,1,2,2,218
2,0.6,50,30,2,20,1,2,1.68320332223243,1,2,2,218
3,0.5,20,10,1,10,1,1,2.78288512028866,1,2,2,218
4,0.5,40,20,1,20,1,1,3.86597058150186,1,2,2,218
5,0.5,40,20,2,20,1,2,1.88289136401464,1,2,2,218
6,0.6,50,30,2,20,1,2,3.44939289030629,1,2,2,218
1,0.5,20,10,1,10,0,1,3.61602368168288,1,4,0,218
2,0.6,50,30,1,20,0,1,3.18302099973172,1,4,0,218
3,0.5,40,20,2,20,0,2,1.24970912504872,1,4,0,218
4,0.5,20,10,2,10,0,2,0.933219216649024,1,4,0,218
5,0.5,40,20,1,20,0,1,1.13355187324609,1,4,0,218
6,0.6,50,30,2,20,0,2,1.06643951668429,1,4,0,218
1,0.6,50,30,2,20,0,1,2.0331419255936,0,4,1,218
2,0.5,40,20,2,20,0,1,1.66653114835235,0,4,1,218
3,0.6,50,30,2,20,0,1,2.16636621705187,0,4,1,218
4,0.5,40,20,1,20,0,2,1.91650142650607,0,4,1,218
5,0.5,20,10,1,10,0,2,4.63259236366653,0,4,1,218
6,0.5,20,10,1,10,0,2,1.91629900433953,0,4,1,218
1,0.6,50,30,1,20,0,2,1.9665153822315,0,4,2,218
2,0.5,20,10,1,10,0,2,3.56607387382713,0,4,2,218
3,0.6,50,30,2,20,0,1,8.13227034136075,0,4,2,218
4,0.5,40,20,2,20,0,1,3.61607956160491,0,4,2,218
5,0.5,20,10,2,10,0,1,1.48289461417337,0,4,2,218
6,0.5,40,20,1,20,0,2,1.84961971717347,0,4,2,218
1,0.5,20,10,2,10,0,1,2.93282064455209,0,2,0,219
2,0.6,50,30,1,20,0,1,4.49928624803672,1,2,0,219
3,0.5,20,10,1,10,0,2,1.13327560975401,0,2,0,219
4,0.6,50,30,2,20,0,2,1.6498438640852,1,2,0,219
5,0.5,40,20,1,20,0,2,3.01613162116492,0,2,0,219
6,0.5,40,20,2,20,0,1,1.23296482045296,0,2,0,219
1,0.6,50,30,1,20,0,2,1.98313766332404,0,2,1,219
2,0.5,40,20,2,20,0,1,2.49956479234194,0,2,1,219
3,0.5,40,20,1,20,0,2,1.46626092901511,0,2,1,219
4,0.5,20,10,2,10,0,1,5.7490600911584,0,2,1,219
5,0.6,50,30,1,20,0,2,1.58323043539868,0,2,1,219
6,0.5,20,10,2,10,0,1,1.76633668052166,0,2,1,219
1,0.6,50,30,1,20,0,2,1.14978014386799,0,2,2,219
2,0.5,40,20,1,20,0,2,1.56646132695998,0,2,2,219
3,0.5,20,10,1,10,0,2,0.766357492941596,0,2,2,219
4,0.5,20,10,2,10,0,1,1.11642268143227,0,2,2,219
5,0.6,50,30,2,20,0,1,1.2663336869544,0,2,2,219
6,0.5,40,20,2,20,0,1,1.08302929618953,0,2,2,219
1,0.5,40,20,2,20,1,1,1.18331037789938,0,4,0,219
2,0.5,40,20,1,20,1,2,1.84982556055972,0,4,0,219
3,0.6,50,30,2,20,1,1,1.43323332918035,0,4,0,219
4,0.5,20,10,1,10,1,2,2.21623619644758,0,4,0,219
5,0.5,20,10,1,10,1,1,2.13312051446021,1,4,0,219
6,0.6,50,30,2,20,1,1,3.1495329607435,0,4,0,219
1,0.5,40,20,1,20,1,1,1.13302015868187,1,4,1,219
2,0.5,20,10,2,10,1,2,2.01646176886753,1,4,1,219
3,0.5,20,10,1,10,1,2,1.26636476303349,0,4,1,219
4,0.6,50,30,2,20,1,2,1.34971422836813,1,4,1,219
5,0.5,40,20,2,20,1,2,1.76623119291374,1,4,1,219
6,0.6,50,30,1,20,1,1,0.866368298293866,1,4,1,219
1,0.6,50,30,2,20,1,2,0.733033957601394,1,4,2,219
2,0.5,40,20,1,20,1,1,1.11630436425042,1,4,2,219
3,0.5,20,10,2,10,1,2,1.04975622384014,1,4,2,219
4,0.5,40,20,1,20,1,1,0.933055568305935,1,4,2,219
5,0.6,50,30,1,20,1,1,0.566737305350417,1,4,2,219
6,0.5,20,10,2,10,1,2,1.13311823364707,1,4,2,219
1,0.6,50,30,1,20,1,1,7.58214847466344,1,2,0,220
2,0.5,40,20,2,20,1,2,2.5497241499053,1,2,0,220
3,0.5,20,10,1,10,1,1,8.28201114120201,1,2,0,220
4,0.5,40,20,2,20,1,2,6.08263386021067,1,2,0,220
5,0.5,20,10,1,10,1,1,6.89903296373707,1,2,0,220
6,0.6,50,30,2,20,1,2,2.71620184169959,1,2,0,220
1,0.5,20,10,1,10,1,1,2.99957662406013,1,2,1,220
2,0.6,50,30,2,20,1,2,2.76617730870321,1,2,1,220
3,0.5,20,10,1,10,1,1,0.999732004455568,1,2,1,220
4,0.6,50,30,1,20,1,1,4.09930004695624,1,2,1,220
5,0.5,40,20,2,20,1,2,0.883039046665722,1,2,1,220
6,0.5,40,20,2,20,1,2,0.749941625438593,1,2,1,220
1,0.5,20,10,1,10,1,1,1.41623328841082,1,2,2,220
2,0.5,40,20,1,20,1,1,0.733024549247175,1,2,2,220
3,0.6,50,30,1,20,1,1,1.23326161126334,1,2,2,220
4,0.5,40,20,2,20,1,2,0.783098376317633,1,2,2,220
5,0.5,20,10,2,10,1,2,0.949763379891382,1,2,2,220
6,0.6,50,30,2,20,1,2,1.96635544020977,1,2,2,220
1,0.5,20,10,2,10,0,2,2.23282483554624,1,4,0,220
2,0.6,50,30,1,20,0,1,2.44979288791143,1,4,0,220
3,0.5,40,20,1,20,0,1,0.683167684527049,1,4,0,220
4,0.5,20,10,2,10,0,2,1.06632119950244,1,4,0,220
5,0.5,40,20,1,20,0,1,1.29976270990252,1,4,0,220
6,0.6,50,30,2,20,0,2,2.09979042178222,1,4,0,220
1,0.6,50,30,2,20,0,1,2.71625544080848,0,4,1,220
2,0.5,20,10,1,10,0,2,2.08296828443793,0,4,1,220
3,0.5,40,20,1,20,0,2,0.949808140849335,0,4,1,220
4,0.5,40,20,2,20,0,1,1.16658916653671,0,4,1,220
5,0.5,20,10,1,10,0,2,5.14909390421326,0,4,1,220
6,0.6,50,30,2,20,0,1,1.36663187476283,0,4,1,220
1,0.5,40,20,1,20,0,2,1.3163653189817,0,4,2,220
2,0.6,50,30,1,20,0,2,1.49965688017263,0,4,2,220
3,0.5,20,10,2,10,0,1,2.78283294668799,0,4,2,220
4,0.5,40,20,2,20,0,1,0.832998576487496,0,4,2,220
5,0.5,20,10,1,10,0,2,0.88332756952845,0,4,2,220
6,0.6,50,30,2,20,0,1,1.23303894688015,0,4,2,220
1,0.6,50,30,2,20,0,2,2.46653719250719,1,2,0,221
2,0.5,20,10,1,10,0,2,2.04964360869115,0,2,0,221
3,0.5,40,20,2,20,0,2,2.61627143501065,1,2,0,221
4,0.5,20,10,1,10,0,1,2.71618045907637,1,2,0,221
5,0.6,50,30,1,20,0,1,1.549551093208,1,2,0,221
6,0.5,40,20,2,20,0,2,4.43270075931121,1,2,0,221
1,0.6,50,30,2,20,0,1,1.96619008125682,0,2,1,221
2,0.5,40,20,1,20,0,2,1.43289861985146,0,2,1,221
3,0.5,20,10,2,10,0,1,0.949671577162332,0,2,1,221
4,0.5,40,20,1,20,0,2,1.21637133462636,0,2,1,221
5,0.6,50,30,1,20,0,2,0.949766230907812,0,2,1,221
6,0.5,20,10,2,10,0,1,0.749979258855471,0,2,1,221
1,0.5,40,20,1,20,0,2,1.99962281052629,0,2,2,221
2,0.5,20,10,1,10,0,2,0.849673601383997,0,2,2,221
3,0.6,50,30,2,20,0,2,0.99979843313839,1,2,2,221
4,0.5,20,10,2,10,0,1,1.64970701529656,0,2,2,221
5,0.5,40,20,1,20,0,2,1.76637573944675,0,2,2,221
6,0.6,50,30,2,20,0,1,1.61643052172745,0,2,2,221
1,0.5,40,20,2,20,1,1,3.91601418779816,0,4,0,221
2,0.5,40,20,1,20,1,2,1.21651502585444,0,4,0,221
3,0.5,20,10,2,10,1,1,1.34990809748537,0,4,0,221
4,0.6,50,30,2,20,1,2,1.46641830512205,1,4,0,221
5,0.5,20,10,1,10,1,2,1.43303290272532,0,4,0,221
6,0.6,50,30,1,20,1,2,1.88285743691912,0,4,0,221
1,0.5,20,10,2,10,1,1,2.36644256727187,0,4,1,221
2,0.5,40,20,2,20,1,2,0.999773629295448,1,4,1,221
3,0.6,50,30,2,20,1,2,1.78304192619232,1,4,1,221
4,0.5,20,10,1,10,1,1,1.54958730111666,1,4,1,221
5,0.6,50,30,1,20,1,1,2.1330190182753,1,4,1,221
6,0.5,40,20,1,20,1,1,1.24993378514341,1,4,1,221
1,0.5,20,10,1,10,1,1,1.86628761452889,1,4,2,221
2,0.5,20,10,1,10,1,1,1.21636677300008,1,4,2,221
3,0.5,40,20,2,20,1,2,2.99972345140628,1,4,2,221
4,0.6,50,30,2,20,1,1,1.8996251198496,0,4,2,221
5,0.6,50,30,2,20,1,2,0.899610864767453,1,4,2,221
6,0.5,40,20,1,20,1,1,1.36656459077508,1,4,2,221
1,0.5,40,20,1,20,1,1,3.41600463689312,1,2,0,222
2,0.5,20,10,2,10,1,2,2.93301194775455,1,2,0,222
3,0.6,50,30,1,20,1,2,4.88259143708619,0,2,0,222
4,0.5,40,20,2,20,1,2,4.18272449402299,1,2,0,222
5,0.6,50,30,1,20,1,2,4.79950512056806,0,2,0,222
6,0.5,20,10,2,10,1,2,1.74973777776384,1,2,0,222
1,0.6,50,30,1,20,1,1,2.49974155536061,1,2,1,222
2,0.6,50,30,1,20,1,1,1.88302108526221,1,2,1,222
3,0.5,40,20,1,20,1,1,2.58281561250809,1,2,1,222
4,0.5,20,10,2,10,1,2,2.23313702184534,1,2,1,222
5,0.5,20,10,2,10,1,2,1.64983017920634,1,2,1,222
6,0.5,40,20,2,20,1,2,1.14973110638539,1,2,1,222
1,0.6,50,30,1,20,1,1,1.03309260300936,1,2,2,222
2,0.5,20,10,1,10,1,1,1.63317938794949,1,2,2,222
3,0.5,40,20,2,20,1,2,1.66631276049381,1,2,2,222
4,0.6,50,30,2,20,1,2,1.28323565275874,1,2,2,222
5,0.5,40,20,1,20,1,1,1.36642061444536,1,2,2,222
6,0.5,20,10,2,10,1,2,1.58327320064513,1,2,2,222
1,0.5,40,20,2,20,0,2,2.2164617118472,1,4,0,222
2,0.6,50,30,1,20,0,1,1.89987201787245,1,4,0,222
3,0.5,20,10,1,10,0,1,1.11661398463473,1,4,0,222
4,0.6,50,30,2,20,0,2,1.39981171887495,1,4,0,222
5,0.5,40,20,2,20,0,2,1.49960841289332,1,4,0,222
6,0.5,20,10,1,10,0,1,0.649774299284309,1,4,0,222
1,0.5,40,20,1,20,0,2,3.81604956891206,0,4,1,222
2,0.5,20,10,2,10,0,1,0.599777449657465,0,4,1,222
3,0.5,40,20,2,20,0,1,0.96640590320058,0,4,1,222
4,0.5,20,10,1,10,0,2,0.849830407287654,0,4,1,222
5,0.6,50,30,1,20,0,2,1.71631474195023,0,4,1,222
6,0.6,50,30,2,20,0,1,1.06654557449549,0,4,1,222
1,0.5,40,20,2,20,0,1,1.49991689287106,0,4,2,222
2,0.5,20,10,1,10,0,2,0.583174840578289,0,4,2,222
3,0.6,50,30,1,20,0,2,1.69956416511833,0,4,2,222
4,0.5,40,20,1,20,0,2,0.733137164396165,0,4,2,222
5,0.6,50,30,2,20,0,1,1.31641065014294,0,4,2,222
6,0.5,20,10,2,10,0,1,1.04972144143969,0,4,2,222
1,0.5,20,10,2,10,0,1,3.78308062765965,0,2,0,223
2,0.5,40,20,1,20,0,2,3.18296618737074,0,2,0,223
3,0.6,50,30,2,20,0,1,7.43232313786491,0,2,0,223
4,0.6,50,30,2,20,0,1,3.73271977296689,0,2,0,223
5,0.5,20,10,1,10,0,2,1.74956621599507,0,2,0,223
6,0.5,40,20,1,20,0,2,1.44995332866145,0,2,0,223
1,0.5,20,10,1,10,0,2,1.49961340051877,0,2,1,223
2,0.6,50,30,2,20,0,1,3.96599321569229,0,2,1,223
3,0.6,50,30,2,20,0,1,6.81588627360866,0,2,1,223
4,0.5,40,20,1,20,0,2,1.71628558867754,0,2,1,223
5,0.5,40,20,2,20,0,1,2.19960336489802,0,2,1,223
6,0.5,20,10,1,10,0,2,2.09974694269946,0,2,1,223
1,0.5,40,20,1,20,0,2,2.01648008585017,0,2,2,223
2,0.5,40,20,1,20,0,2,1.5831511050872,0,2,2,223
3,0.6,50,30,2,20,0,1,87.9222618578557,0,2,2,223
4,0.5,20,10,1,10,0,2,5.18295649387342,0,2,2,223
5,0.6,50,30,2,20,0,1,1.24970477598613,0,2,2,223
6,0.5,20,10,2,10,0,1,0.899718774536665,0,2,2,223
1,0.5,40,20,2,20,1,1,1.09966454797226,0,4,0,223
2,0.5,20,10,1,10,1,2,1.99967270191412,0,4,0,223
3,0.6,50,30,1,20,1,2,4.44930072820973,0,4,0,223
4,0.5,20,10,2,10,1,1,1.33294141193201,0,4,0,223
5,0.5,40,20,2,20,1,1,4.78256174045034,0,4,0,223
6,0.6,50,30,1,20,1,2,5.86565012290784,0,4,0,223
1,0.5,40,20,2,20,1,1,1.01627880322942,0,4,1,223
2,0.5,20,10,1,10,1,1,4.48265149083138,1,4,1,223
3,0.6,50,30,2,20,1,2,1.23321642215295,1,4,1,223
4,0.5,20,10,1,10,1,1,0.933025631317523,1,4,1,223
5,0.5,40,20,1,20,1,1,1.18299954440563,1,4,1,223
6,0.6,50,30,2,20,1,2,0.599744376773696,1,4,1,223
1,0.6,50,30,1,20,1,1,0.916492231232106,1,4,2,223
2,0.5,20,10,2,10,1,2,1.04979178937969,1,4,2,223
3,0.5,40,20,2,20,1,2,0.583004562216002,1,4,2,223
4,0.5,40,20,1,20,1,1,0.766408097377453,1,4,2,223
5,0.6,50,30,1,20,1,1,0.666454740205719,1,4,2,223
6,0.5,20,10,2,10,1,2,0.516679657853757,1,4,2,223
1,0.5,20,10,2,10,1,1,3.61604502100916,0,2,0,224
2,0.6,50,30,2,20,1,1,11.9817722959654,0,2,0,224
3,0.5,40,20,1,20,1,2,4.73302232518835,0,2,0,224
4,0.6,50,30,1,20,1,2,7.34872094740497,0,2,0,224
5,0.5,40,20,2,20,1,1,3.59933576962399,0,2,0,224
6,0.5,20,10,1,10,1,2,2.63283638173774,0,2,0,224
1,0.5,40,20,1,20,1,1,1.83290862655587,1,2,1,224
2,0.5,20,10,2,10,1,2,3.91605203451557,1,2,1,224
3,0.6,50,30,2,20,1,2,4.66588938388912,1,2,1,224
4,0.5,20,10,1,10,1,1,2.73283928977699,1,2,1,224
5,0.5,40,20,1,20,1,1,1.63321186092274,1,2,1,224
6,0.6,50,30,2,20,1,2,6.61590132965818,1,2,1,224
1,0.5,40,20,2,20,1,2,5.31588148656685,1,2,2,224
2,0.6,50,30,1,20,1,1,5.4159667890514,1,2,2,224
3,0.5,40,20,2,20,1,2,2.08295210459362,1,2,2,224
4,0.6,50,30,1,20,1,1,4.86609847761294,1,2,2,224
5,0.5,20,10,1,10,1,1,4.03263789380411,1,2,2,224
6,0.5,20,10,2,10,1,2,7.81574435255927,1,2,2,224
1,0.5,20,10,1,10,0,1,1.3496361244618,1,4,0,224
2,0.5,40,20,2,20,0,2,2.63277822095282,1,4,0,224
3,0.6,50,30,1,20,0,1,3.24938745859608,1,4,0,224
4,0.5,20,10,2,10,0,1,2.33295908958985,0,4,0,224
5,0.6,50,30,1,20,0,2,5.86585728141666,0,4,0,224
6,0.5,40,20,2,20,0,1,5.31572468052908,0,4,0,224
1,0.6,50,30,2,20,0,1,6.09917440195603,0,4,1,224
2,0.5,40,20,1,20,0,2,1.99961283163764,0,4,1,224
3,0.5,40,20,2,20,0,1,1.84942172784288,0,4,1,224
4,0.5,20,10,2,10,0,1,1.59992193910338,0,4,1,224
5,0.6,50,30,1,20,0,2,5.69913254899904,0,4,1,224
6,0.5,20,10,1,10,0,2,1.59947290363157,0,4,1,224
1,0.5,40,20,2,20,0,1,3.38270908374526,0,4,2,224
2,0.6,50,30,1,20,0,2,2.71614087226352,0,4,2,224
3,0.5,20,10,2,10,0,1,1.66635581057603,0,4,2,224
4,0.5,40,20,1,20,0,2,3.0828722760653,0,4,2,224
5,0.6,50,30,1,20,0,2,4.8324935182086,0,4,2,224
6,0.5,20,10,2,10,0,1,2.03303789175138,0,4,2,224
